storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"1162","TSC_STORE_1162","20860 RTE 19","","","CRANBERRY TOWNSHIP","US","","","","","71","Y","","724-453-1870","","PA","16066","","","","40.719254","-80.105026","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"429","TSC_STORE_0429","2703 TRADERS RD","","","GREENVILLE","US","","","","","11","Y","","903-454-1400","","TX","75402","","","","33.090839","-96.108467","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"651","TSC_STORE_0651","125 PLAZA LN STE 2","","","COBLESKILL","US","","","","","63","Y","","518-234-1967","","NY","12043","","","","42.682487","-74.469795","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"502","TSC_STORE_0502","1201 MAMMOTH DR","","","KNIGHTDALE","US","","","","","53","Y","","919-266-5628","","NC","27545","","","","35.799835","-78.49688","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"313","TSC_STORE_0313","820B WEST MAIN STREET","","","BOONVILLE","US","","","","","51","Y","","812-897-1592","","IN","47601","","","","38.046917","-87.284752","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2202","TSC_STORE_2202","143 TOWN CENTER BLVD","","","JARRELL","US","","","","","13","Y","","512-746-2199","","TX","76537-4000","","","","30.815491","-97.614754","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"755","TSC_STORE_0755","350 FAIRVIEW AVE STE 140","","","HUDSON","US","","","","","62","Y","","518-828-5710","","NY","12534","","","","42.273312","-73.759254","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"320","TSC_STORE_0320","3520 NORTH CLIFF AVE","","","SIOUX FALLS","US","","","","","81","Y","","605-336-3031","","SD","57104","","","","43.585068","-96.710411","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1339","TSC_STORE_1339","3624 SOUTH PERKINS RD","","","STILLWATER","US","","","","","11","Y","","405-707-0113","","OK","74074","","","","36.08091","-97.052299","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1706","TSC_STORE_1706","180 GREAT OAKS TRL STE A","","","WADSWORTH","US","","","","","72","Y","","330-334-0500","","OH","44281-9465","","","","41.050495","-81.732162","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1510","TSC_STORE_1510","907 NORTH CENTER ST","","","NEW BOSTON","US","","","","","11","Y","","903-628-0052","","TX","75570","","","","33.4734","-94.414375","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"472","TSC_STORE_0472","10025 SOUTHWEST DIAMOND RD","","","AUGUSTA","US","","","","","51","Y","","316-775-6410","","KS","67010","","","","37.678692","-97.027367","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"303","TSC_STORE_0303","496 MAIN ST","","","BILLINGS","US","","","","","81","Y","","406-252-8626","","MT","59105","","","","45.808025","-108.475151","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2305","TSC_STORE_2305","2125 WASHINGTON ST","","","FRANKLINTON","US","","","","","02","Y","","985-839-2828","","LA","70438","","","","30.84749","-90.13427","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"115","TSC_STORE_0115","631 WEST CARL SANDBURG DR","","","GALESBURG","US","","","","","71","Y","","309-344-5076","","IL","61401","","","","40.974491","-90.380424","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"324","TSC_STORE_0324","2200 9TH AVE SOUTHEAST","","","WATERTOWN","US","","","","","81","Y","","605-886-2735","","SD","57201","","","","44.889118","-97.079453","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"779","TSC_STORE_0779","3033 CTH CX","","","PORTAGE","US","","","","","72","Y","","608-745-0750","","WI","53901","","","","43.574638","-89.46833","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1294","TSC_STORE_1294","1810 SOUTH GALENA AVE","","","DIXON","US","","","","","72","Y","","815-284-0422","","IL","61021","","","","41.821625","-89.472664","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"661","TSC_STORE_0661","2520 WEST STATE ST","","","ALLIANCE","US","","","","","71","Y","","330-823-2808","","OH","44601","","","","40.901302","-81.156425","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1988","TSC_STORE_1988","12466 INTERSTATE 45 NORTH STE B","","","WILLIS","US","","","","","14","Y","","936-856-1549","","TX","77378-6900","","","","30.422642","-95.490265","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"528","TSC_STORE_0528","270 BOBBY JONES EXPY STE 190","","","AUGUSTA","US","","","","","22","Y","","706-854-9088","","GA","30907","","","","33.501221","-82.084976","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1761","TSC_STORE_1761","2327 WESTERN AVE","","","GUILDERLAND","US","","","","","62","Y","","518-456-0404","","NY","12084","","","","42.706894","-73.917755","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","6:00 PM"
"1955","TSC_STORE_1955","580 AUTO CENTER DR","","","WATSONVILLE","US","","","","","08","Y","","831-761-5368","","CA","95076-3728","","","","36.91814","-121.767853","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1428","TSC_STORE_1428","1884 COLLINS BLVD","","","COVINGTON","US","","","","","02","Y","","985-892-9552","","LA","70433","","","","30.495365","-90.101501","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1166","TSC_STORE_1166","7800 EAST HWY 191","","","ODESSA","US","","","","","41","Y","","432-563-1579","","TX","79765","","","","31.916594","-102.292534","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"423","TSC_STORE_0423","2994 NORTH RD","","","ORANGEBURG","US","","","","","22","Y","","803-531-7600","","SC","29118","","","","33.531086","-80.894081","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1504","TSC_STORE_1504","2518 CLEVELAND HWY STE 8","","","DALTON","US","","","","","23","Y","","706-428-0035","","GA","30721","","","","34.821499","-84.944038","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1675","TSC_STORE_1675","339 ROLLING HILLS CIR","","","EASLEY","US","","","","","22","Y","","864-850-6391","","SC","29640","","","","34.829117","-82.540047","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"633","TSC_STORE_0633","4011 17 MILE RD","","","CEDAR SPRINGS","US","","","","","71","Y","","616-696-3652","","MI","49319","","","","43.221268","-85.569748","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1460","TSC_STORE_1460","994 US HWY 27 SOUTH STE 1","","","CYNTHIANA","US","","","","","52","Y","","859-234-6694","","KY","41031","","","","38.378574","-84.311646","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2128","TSC_STORE_2128","911 SOUTH CHINA LAKE BLVD UNIT C","","","RIDGECREST","US","","","","","08","Y","","760-371-2599","","CA","93555-6313","","","","35.606647","-117.673286","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1284","TSC_STORE_1284","1010 MADISON MARKETPLACE","","","HAMILTON","US","","","","","63","Y","","315-824-0146","","NY","13346","","","","42.842869","-75.553001","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2064","TSC_STORE_2064","1555 EAST MAIN ST SUITE A","","","BOONEVILLE","US","","","","","14","Y","","479-675-2722","","AR","72927","","","","35.143238","-93.902069","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1195","TSC_STORE_1195","2305 EAST 1ST ST STE 1","","","VIDALIA","US","","","","","02","Y","","912-538-1033","","GA","30474","","","","32.206707","-82.382599","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1420","TSC_STORE_1420","700 NORTH MAIN ST","","","BRISTOW","US","","","","","13","Y","","918-367-9907","","OK","74010","","","","35.840496","-96.393295","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1411","TSC_STORE_1411","2420 FAIRFIELD ST","","","LAWRENCE","US","","","","","51","Y","","785-331-2395","","KS","66046","","","","38.940914","-95.198891","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1679","TSC_STORE_1679","322 NORTH MAIN ST","","","PEARISBURG","US","","","","","52","Y","","540-921-1900","","VA","24134","","","","37.331673","-80.737091","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2240","TSC_STORE_2240","6501 BLACK HORSE PIKE","","","EGG HARBOR TOWNSHIP","US","","","","","73","Y","","609-646-2222","","NJ","08234","","","","39.420189","-74.588425","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"737","TSC_STORE_0737","16497 TECUMSEH RD","","","DUNDEE","US","","","","","71","Y","","734-529-5535","","MI","48131","","","","41.960003","-83.680466","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1904","TSC_STORE_1904","2221 WEST 32ND ST","","","YUMA","US","","","","","41","Y","","928-726-9920","","AZ","85364","","","","32.688416","-114.646843","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"646","TSC_STORE_0646","2050 SOUTH  M 76","","","WEST BRANCH","US","","","","","72","Y","","989-343-1511","","MI","48661","","","","44.274761","-84.223404","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2171","TSC_STORE_2171","2303 SOUTH COMMERCIAL","","","COLEMAN","US","","","","","14","Y","","325-625-1109","","TX","76834-7301","","","","31.810797","-99.42215","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2123","TSC_STORE_2123","253 INDIAN RIVER ROAD","","","ORANGE","US","","","","","62","Y","","203-795-0663","","CT","06477-3609","","","","41.265171","-72.998985","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"474","TSC_STORE_0474","206 SOUTH MAIN ST STE F","","","MAULDIN","US","","","","","22","Y","","864-281-7756","","SC","29662","","","","34.77515","-82.308372","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1998","TSC_STORE_1998","5300 CY AVE","","","CASPER","US","","","","","81","Y","","307-234-6743","","WY","82604-4233","","","","42.81435","-106.391289","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1612","TSC_STORE_1612","1650 MICHIGAN ST","","","SIDNEY","US","","","","","72","Y","","937-492-4010","","OH","45365","","","","40.288761","-84.180504","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2152","TSC_STORE_2152","1006 WEST PIPESTONE","","","FLANDREAU","US","","","","","82","Y","","605-573-1201","","SD","57028-1429","","","","44.04903","-96.611565","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"203","TSC_STORE_0203","2500 MORTHLAND DR","","","VALPARAISO","US","","","","","71","Y","","219-464-8597","","IN","46383","","","","41.455383","-87.03067","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1986","TSC_STORE_1986","1100 SOUTH MAIN ST STE 102","","","SIKESTON","US","","","","","51","Y","","573-471-2638","","MO","63801-3101","","","","36.865551","-89.580032","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1118","TSC_STORE_1118","2001 WEST PANOLA ST","","","CARTHAGE","US","","","","","13","Y","","903-690-9912","","TX","75633","","","","32.159702","-94.368156","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2053","TSC_STORE_2053","1221 NUECES ST","","","GEORGE WEST","US","","","","","14","Y","","361-449-1583","","TX","78022","","","","28.337706","-98.123062","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"255","TSC_STORE_0255","301 NORTH US HWY 131","","","THREE RIVERS","US","","","","","71","Y","","269-279-5296","","MI","49093","","","","41.946339","-85.649117","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1848","TSC_STORE_1848","1565 COUNTRY CLUB DR","","","MADERA","US","","","","","08","Y","","559-661-4150","","CA","93638","","","","36.982079","-120.073242","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1123","TSC_STORE_1123","4210 MARKET ST","","","WARREN","US","","","","","72","Y","","814-726-0906","","PA","16365","","","","41.89959","-79.149055","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2065","TSC_STORE_2065","220 SOUTH CLARENCE NASH BLVD","","","WATONGA","US","","","","","14","Y","","580-623-2201","","OK","73772","","","","35.842838","-98.419983","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1396","TSC_STORE_1396","2030 US HWY 25 EAST","","","MIDDLESBORO","US","","","","","53","Y","","606-246-2345","","KY","40965","","","","36.632435","-83.702255","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"216","TSC_STORE_0216","1651 SOUTH MAIN ST","","","BELLEFONTAINE","US","","","","","72","Y","","937-593-4245","","OH","43311","","","","40.335983","-83.760834","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1145","TSC_STORE_1145","1580 EAST F ST","","","OAKDALE","US","","","","","08","Y","","209-845-2402","","CA","95361","","","","37.774654","-120.829262","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"336","TSC_STORE_0336","1203 NORTH LORRAINE ST","","","HUTCHINSON","US","","","","","51","Y","","620-663-7607","","KS","67501","","","","38.066525","-97.904778","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1739","TSC_STORE_1739","300 WEST HWY 550","","","BERNALILLO","US","","","","","81","Y","","505-771-0168","","NM","87004","","","","35.32058","-106.549194","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"688","TSC_STORE_0688","1038 RTE 30 WEST STE 310","","","LATROBE","US","","","","","72","Y","","724-537-7822","","PA","15650","","","","40.28767","-79.387146","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2114","TSC_STORE_2114","3 GATEWAY BLVD","","","MONROE TOWNSHIP","US","","","","","73","Y","","609-448-4444","","NJ","08831-7163","","","","40.268661","-74.473206","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1372","TSC_STORE_1372","55 CRYSTAL AVE UNIT 17A","","","DERRY","US","","","","","63","Y","","603-421-9306","","NH","03038","","","","42.892612","-71.323883","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"376","TSC_STORE_0376","101 SOUTH POPLAR ST","","","SEARCY","US","","","","","13","Y","","501-279-0077","","AR","72143","","","","35.246906","-91.692444","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1129","TSC_STORE_1129","3148 SILVERBACK LN","","","PAINTED POST","US","","","","","63","Y","","607-962-2606","","NY","14870","","","","42.154301","-77.103325","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1642","TSC_STORE_1642","1360 BROADWAY","","","PLACERVILLE","US","","","","","08","Y","","530-621-9936","","CA","95667-5902","","","","38.731712","-120.780678","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2268","TSC_STORE_2268","435 NORTH TOWN CENTER RD","","","MOORESVILLE","US","","","","","71","Y","","317-831-9777","","IN","46158-2316","","","","39.618156","-86.352226","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"554","TSC_STORE_0554","2275 DOWNS DR","","","ERIE","US","","","","","72","Y","","814-866-1324","","PA","16509","","","","42.04808","-80.08905","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1381","TSC_STORE_1381","400 SOUTHEAST 4TH ST","","","LAUREL","US","","","","","81","Y","","406-628-2292","","MT","59044","","","","45.664631","-108.767235","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1542","TSC_STORE_1542","4942 RTE 152","","","LAVALETTE","US","","","","","51","Y","","304-523-2077","","WV","25535","","","","38.315704","-82.441551","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1657","TSC_STORE_1657","837 NC HWY 16 SOUTH","","","TAYLORSVILLE","US","","","","","52","Y","","828-635-8946","","NC","28681-9983","","","","35.91","-81.176102","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1668","TSC_STORE_1668","2449 HWY 6 AND 50","","","GRAND JUNCTION","US","","","","","81","Y","","970-243-3015","","CO","81505-1101","","","","39.087276","-108.599625","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"189","TSC_STORE_0189","300 SOUTH INTERSTATE 45","","","ENNIS","US","","","","","13","Y","","972-872-9154","","TX","75119","","","","32.332382","-96.613068","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
